dof  u jacobi1     chebyshev1  ssor1       jacobi4     chebyshev4  ssor4       jacobi16    chebyshev16 ssor16
 139 1 0.064448500 0.002617520 0.015271700 0.147811000 0.028082400 0.037525500 0.065611200 0.014275100 0.062418900
 140 1 0.063534100 0.002649510 0.000549075 0.219757000 0.119408000 0.081906600 0.311240000 0.210758000 0.153224000
 141 1 0.062423300 0.002682130 0.001242270 0.214119000 0.078191400 0.050612800 0.337045000 0.251267000 0.192401000
 142 1 0.060973100 0.002714330 0.000596579 0.184878000 0.054720800 0.039769900 0.418876000 0.336603000 0.022413500
 143 1 0.058738600 0.002740790 0.005097430 0.164390000 0.056443600 0.002394990 0.357241000 0.244076000 0.033251400
 144 1 0.057934000 0.002743400 0.012968300 0.099901600 0.006493740 0.011052200 0.320090000 0.222327000 0.115494000
 145 1 0.057847400 0.002743460 0.000888927 0.214192000 0.054636500 0.054384100 0.350889000 0.231203000 0.096069200
 146 1 0.057579400 0.002743380 0.008006580 0.207055000 0.066442800 0.046943500 0.267062000 0.179791000 0.095886200
 147 1 0.056921500 0.002741440 0.000744620 0.241224000 0.019798800 0.058797400 0.362221000 0.258838000 0.116983000
 148 1 0.055321400 0.002726390 0.004969950 0.240801000 0.071202600 0.017594900 0.187992000 0.102290000 0.002236290
 149 1 0.053089600 0.002680830 0.000759148 0.103139000 0.047223600 0.051544700 0.158873000 0.064114600 0.008474640
 150 1 0.051677100 0.002637120 0.000033056 0.185210000 0.052686800 0.014898700 0.266900000 0.172966000 0.080805400
 151 1 0.051257400 0.002621900 0.013425700 0.014759400 0.004747690 0.026478900 0.144635000 0.080708300 0.067851800
 152 1 0.050706300 0.002600370 0.020834000 0.254052000 0.083561300 0.063754800 0.243775000 0.154954000 0.040162500
 153 1 0.049557300 0.002549800 0.028010200 0.170164000 0.008902900 0.019523200 0.206138000 0.132231000 0.000131565
 154 1 0.048072600 0.002473090 0.005036420 0.101216000 0.029409300 0.037742900 0.135710000 0.070326900 0.015685000
 155 1 0.047702300 0.002451960 0.028985600 0.178962000 0.048052000 0.028723600 0.317437000 0.225696000 0.084498300
 156 1 0.045660600 0.002321110 0.001369270 0.016407100 0.019073700 0.031847900 0.302009000 0.203838000 0.040180100
 157 1 0.045606800 0.002317340 0.000168189 0.142606000 0.015553000 0.006767820 0.122673000 0.059336300 0.027163800
 158 1 0.045226300 0.002290150 0.008826880 0.195108000 0.070958400 0.033945900 0.440099000 0.309910000 0.169970000
 159 1 0.044768100 0.002256300 0.000342918 0.146883000 0.008154910 0.056354100 0.238857000 0.160847000 0.095110900
 160 1 0.044647500 0.002247180 0.008383540 0.152114000 0.037415600 0.064079800 0.426410000 0.296895000 0.167073000
 161 1 0.044211400 0.002213530 0.002575940 0.188733000 0.056456300 0.040125000 0.214343000 0.145176000 0.030316500
 162 1 0.043758300 0.002177400 0.000948539 0.146086000 0.039472500 0.036182500 0.342083000 0.231534000 0.134102000
 163 1 0.043062000 0.002119550 0.000219411 0.141170000 0.037215000 0.021129300 0.231508000 0.128505000 0.041082500
 164 1 0.042239100 0.002047590 0.025005400 0.204388000 0.064350800 0.053028700 0.293267000 0.171805000 0.082111200
 165 1 0.040355900 0.001868280 0.000355613 0.110724000 0.032092700 0.034092100 0.390933000 0.280008000 0.178028000
 166 1 0.039506400 0.001780780 0.004521120 0.158689000 0.035958200 0.018842100 0.176624000 0.084665600 0.024259100
 167 1 0.039106100 0.001738140 0.000470457 0.137985000 0.038796700 0.027145000 0.121373000 0.055731300 0.001967110
 168 1 0.038866600 0.001712210 0.013194200 0.158091000 0.044662200 0.030750800 0.266813000 0.173487000 0.112700000
 169 1 0.038300300 0.001649580 0.005178200 0.002218210 0.020952100 0.001903500 0.399103000 0.290685000 0.080470900
 170 1 0.036839700 0.001479860 0.000368737 0.075841200 0.004723610 0.042337400 0.157650000 0.086449400 0.029683400
 171 1 0.035242500 0.001280950 0.007860370 0.221516000 0.059048200 0.053140300 0.212551000 0.119902000 0.044378600
 172 1 0.034918900 0.001238970 0.000033857 0.040844200 0.030614000 0.024610900 0.023950900 0.013261400 0.003458030
 173 1 0.034775600 0.001220200 0.000927867 0.184237000 0.037043300 0.032905400 0.188420000 0.119452000 0.024155100
 174 1 0.032748100 0.000943338 0.000323188 0.084283300 0.009667870 0.014327400 0.265603000 0.148462000 0.080419400
 175 1 0.032557800 0.000916267 0.000749241 0.213713000 0.056043500 0.027562300 0.177717000 0.106923000 0.029545100
 176 1 0.032370900 0.000889527 0.004848430 0.155986000 0.029371500 0.026719500 0.200747000 0.120990000 0.045018900
 177 1 0.031976300 0.000832475 0.001349190 0.148000000 0.027895100 0.020668400 0.348416000 0.240213000 0.134241000
 178 1 0.031499100 0.000762464 0.003819540 0.119811000 0.008874280 0.024898000 0.171842000 0.105338000 0.061771300
 179 1 0.030982100 0.000685391 0.000132737 0.199837000 0.047449100 0.044729600 0.316332000 0.204353000 0.069898300
 180 1 0.029877500 0.000516564 0.000066334 0.229753000 0.039971000 0.031330100 0.064018600 0.005428470 0.056406100
 181 1 0.028336700 0.000272036 0.000410652 0.171228000 0.030646400 0.047327800 0.185905000 0.095979200 0.008683480
 182 1 0.028120700 0.000236961 0.000169713 0.175241000 0.029817100 0.031809500 0.142338000 0.066794700 0.024339900
 183 1 0.027759300 0.000177860 0.006520990 0.116259000 0.037905400 0.036893600 0.281137000 0.170244000 0.108368000
 184 1 0.027690000 0.000166470 0.015755300 0.173774000 0.044395900 0.031945300 0.169995000 0.094213300 0.040135300
 185 1 0.027128100 0.000073432 0.021018000 0.152098000 0.014591400 0.032705500 0.052888400 0.012543100 0.026859800
 186 1 0.026970400 0.000047110 0.000611108 0.194889000 0.044524400 0.028679100 0.241040000 0.164775000 0.028454700
 187 1 0.026945000 0.000042865 0.001165840 0.188385000 0.046031300 0.060106300 0.226529000 0.141683000 0.051721000
 188 1 0.026297500 0.000066199 0.000345292 0.151218000 0.016803800 0.011753500 0.132022000 0.068356700 0.001848360
 189 1 0.026218400 0.000079614 0.008012170 0.171406000 0.037231500 0.038142500 0.199630000 0.123720000 0.073065400
 190 1 0.025827900 0.000146192 0.000440618 0.100382000 0.005346760 0.021241000 0.278951000 0.198624000 0.006708920
 191 1 0.025509400 0.000200860 0.001598880 0.179698000 0.039171100 0.061209800 0.166515000 0.073583600 0.044431400
 192 1 0.024999500 0.000289013 0.006824090 0.130083000 0.029397100 0.041495000 0.197889000 0.112135000 0.038684300
 193 1 0.024130700 0.000440861 0.002459380 0.097281900 0.016337200 0.003899750 0.259116000 0.177696000 0.116567000
 194 1 0.023855600 0.000489337 0.000304293 0.186007000 0.041876600 0.071264400 0.171859000 0.090859500 0.054798800
 195 1 0.023520700 0.000548587 0.008325400 0.071246200 0.013943700 0.004715020 0.233085000 0.116721000 0.032848300
 196 1 0.023144400 0.000615445 0.000257977 0.122345000 0.016353900 0.040518900 0.227361000 0.123982000 0.014203200
 197 1 0.022165500 0.000790479 0.000463979 0.180029000 0.012692600 0.006010610 0.183727000 0.110261000 0.038193900
 198 1 0.021839900 0.000848992 0.010677300 0.107343000 0.011443500 0.015677800 0.081943600 0.030959400 0.017426700
 199 1 0.021096200 0.000982974 0.000044750 0.022611000 0.022619400 0.000347492 0.225312000 0.147254000 0.017431700
 200 1 0.020701200 0.001054240 0.004283530 0.107468000 0.003601960 0.043884000 0.134295000 0.086685300 0.022768700
 201 1 0.020587800 0.001074710 0.000394535 0.095722700 0.003744080 0.000999050 0.105051000 0.030925800 0.018190500
 202 1 0.020401900 0.001108250 0.000032677 0.135552000 0.012268900 0.005065670 0.270313000 0.193637000 0.161289000
 203 1 0.020229300 0.001139390 0.000044909 0.078828900 0.004709580 0.013720000 0.209390000 0.116726000 0.070465400
 204 1 0.020076000 0.001167030 0.000574612 0.107327000 0.029803700 0.038707400 0.138569000 0.062264600 0.032072800
 205 1 0.020018700 0.001177360 0.007812560 0.014050400 0.015102700 0.026542300 0.226330000 0.123470000 0.067265800
 206 1 0.019528000 0.001265720 0.000259533 0.087424600 0.003994330 0.018863000 0.032732700 0.006092640 0.016536500
 207 1 0.019294100 0.001307750 0.000065090 0.094339400 0.003591350 0.001259430 0.127785000 0.078936400 0.070153100
 208 1 0.018119100 0.001517450 0.005339650 0.058951700 0.009340440 0.000743135 0.086013400 0.018641000 0.003232440
 209 1 0.017983600 0.001541420 0.001206670 0.182615000 0.037134900 0.050597400 0.200003000 0.112853000 0.002607290
 210 1 0.017841500 0.001566500 0.000062793 0.150606000 0.017815100 0.020989300 0.126746000 0.052910100 0.014273000
 211 1 0.017536300 0.001620120 0.000752922 0.118678000 0.011033400 0.009559310 0.248926000 0.141907000 0.089441300
 212 1 0.017240600 0.001671760 0.000017415 0.128240000 0.020448100 0.001193900 0.258193000 0.161728000 0.067683500
 213 1 0.016199900 0.001850320 0.003690670 0.072587000 0.008491500 0.015760800 0.129505000 0.035607000 0.007503100
 214 1 0.016130100 0.001862080 0.000144911 0.031267600 0.004049760 0.003943000 0.194683000 0.114788000 0.050820200
 215 1 0.015604600 0.001949670 0.000083676 0.154762000 0.022336000 0.014276300 0.057760100 0.006191650 0.002880890
 216 1 0.015532900 0.001961470 0.000221186 0.128896000 0.009907090 0.022311700 0.047818700 0.016660000 0.011522400
 217 1 0.014679400 0.002098810 0.001447910 0.116782000 0.003826560 0.011318000 0.275628000 0.168946000 0.046381200
 218 1 0.014418000 0.002139570 0.000338992 0.068593100 0.011821900 0.000603200 0.211407000 0.110657000 0.015049800
 219 1 0.014321800 0.002154390 0.000034744 0.070132900 0.023293800 0.003054970 0.199199000 0.101790000 0.040656500
 220 1 0.014313900 0.002155610 0.002546600 0.099115400 0.011732200 0.000482320 0.114552000 0.047086000 0.001971210
 221 1 0.014255700 0.002164530 0.000168939 0.147230000 0.025748000 0.008712750 0.169780000 0.085668700 0.028482100
 222 1 0.014167300 0.002178010 0.000053912 0.030734600 0.000425365 0.011688900 0.030030300 0.000606656 0.004567720
 223 1 0.013826600 0.002229150 0.012652500 0.076188700 0.030968200 0.013489200 0.263742000 0.160752000 0.061719400
 224 1 0.013744100 0.002241340 0.000014277 0.008757500 0.018049600 0.012179000 0.331884000 0.188792000 0.075807800
 225 1 0.013588000 0.002264160 0.007366030 0.006444160 0.006968710 0.003173950 0.063546000 0.041890600 0.078804500
 226 1 0.013200400 0.002319460 0.005063340 0.032827900 0.004593090 0.000244598 0.149591000 0.068927200 0.041142400
 227 1 0.013066400 0.002338110 0.000067278 0.074553300 0.005846360 0.017982600 0.175918000 0.090819800 0.030269700
 228 1 0.012678300 0.002390610 0.003340860 0.011042500 0.014101000 0.006395300 0.123041000 0.065925400 0.026380100
 229 1 0.012505600 0.002413230 0.003305010 0.045446500 0.003595850 0.000683493 0.130401000 0.070663200 0.036442000
 230 1 0.012314300 0.002437690 0.000019047 0.058943500 0.003248760 0.031519700 0.110250000 0.030939800 0.029983500
 231 1 0.012173200 0.002455330 0.000249480 0.033343100 0.012289600 0.001282690 0.036377400 0.024824100 0.047430200
 232 1 0.012152700 0.002457860 0.000253158 0.043240000 0.017903600 0.009499480 0.200545000 0.105531000 0.040803500
